id,review_no_per_rest,restaurant_id,restaurant_type,review_rating,review_date,review_body,restaurant_name,restaurant_address
25002,59,78,American,1,05/20/2018,"We had Thanksgiving pre-fix dinner.  The menu write up was inspiring.  The meal that came out was not.  The pasta dish was described as Squid Ink Tagliatelle (Butter poached king crab, Rosamarina sauce, roasted squash, citrus toasted bread crumbs).  Yes the pasta was there.  The king crab and squash were placed under the pasta and was about one tablespoon of crab and one tablespoon of squash at a maximum.  It came out cold and I had to pull out crab shell from my mouth when there should not have been any.  We were not offered any coffee, tea, or anything else at dessert.  The meals did not warrant the cost",Blue Morel Restaurant and Wine Bar,2 Whippany Rd
25003,60,78,American,5,05/21/2013,The place was nearky empty on a week day noght.  The Sashimi Sampler was excellent quality but pricy!  Service was attentive but not over bearing.  Limited menu small portion of good tuna was  $36.00.  Would go again but with small menu not soon.,Blue Morel Restaurant and Wine Bar,2 Whippany Rd
25004,61,78,American,4,05/19/2022,Great service. Nice setting. Only real complaint is that the portions are very small for what you are paying.,Blue Morel Restaurant and Wine Bar,2 Whippany Rd
25005,62,78,American,5,05/20/2018,Had a great meal here at the bar.  Ordered the Plateau Fruits de Mer as an app and the dry aged ribeye special.  Food was delicious and the bartender provided great service.,Blue Morel Restaurant and Wine Bar,2 Whippany Rd
25006,63,78,American,5,05/19/2022,beautiful! Great meal and service in the wine room. Wonderful place to host an event,Blue Morel Restaurant and Wine Bar,2 Whippany Rd
25007,64,78,American,1,06/23/2022,Too busy to make coffee for their customers at the bar. Bartender was doing nothing after I tried to order it!!! I just saw someone walk out of there with a coffee before I got to the bar area.,Blue Morel Restaurant and Wine Bar,2 Whippany Rd
25008,65,78,American,5,05/19/2022,A great dinner and server - Fabian!  Wish they would bring back sushi and the sea bass!,Blue Morel Restaurant and Wine Bar,2 Whippany Rd
25009,66,78,American,4,05/19/2020,Nice atmosphere!  Menu was lacking but sushi chef prepared sushi roll as I requested it.  Bartender was very personable!,Blue Morel Restaurant and Wine Bar,2 Whippany Rd
25010,67,78,American,4,05/19/2022,"The Bar tender is excellent,  drinks as well.  The food is tasty, but the fries were extremely salty.",Blue Morel Restaurant and Wine Bar,2 Whippany Rd
25011,68,78,American,5,05/19/2020,"Amazing food and attentive service. I highly recommend Blue Morel. It is quite noisy at peak times (Saturdays), but the food made up for the lack of ambiance.",Blue Morel Restaurant and Wine Bar,2 Whippany Rd
25012,69,78,American,4,05/19/2022,Good breakfast options- pancakes were awesome during the week. Good service by Dario.,Blue Morel Restaurant and Wine Bar,2 Whippany Rd
25013,70,78,American,4,05/20/2019,"We had very good food, but I didn't love the ambiance and it was definitely expensive. They offered a special menu the night we went that was fun to try.",Blue Morel Restaurant and Wine Bar,2 Whippany Rd
25014,71,78,American,5,05/20/2019,A nice restaurant in a hotel..chefs never disappoint...between Vine Restaurant  & the Blue Morel...two great spots.  Tonight had the seafood tower ..also huge shout out to Nick the bartender......waitstaff very attentive,Blue Morel Restaurant and Wine Bar,2 Whippany Rd
25015,72,78,American,5,05/19/2020,"Perfectly prepared sea bass it was amazing! My business lunch, everybody was happy with thier selections and will definitely be back!",Blue Morel Restaurant and Wine Bar,2 Whippany Rd
25016,73,78,American,5,05/20/2019,"Great food and drinks, we go here whenever we can.  Super service, great bar, top of the line sushi.",Blue Morel Restaurant and Wine Bar,2 Whippany Rd
25018,75,78,American,5,05/20/2017,I have the jumbo shrimp cocktail for only $14 it was a great price and a nice size portion hats off to the chef.,Blue Morel Restaurant and Wine Bar,2 Whippany Rd
25019,76,78,American,4,05/20/2018,Drinks & dinner were wonderful and fairly priced. Good atmosphere but server was slow.,Blue Morel Restaurant and Wine Bar,2 Whippany Rd
25020,77,78,American,5,05/19/2020,Excellent service at the bar and the. At the restaurant. Dishes were well presented and enjoyable,Blue Morel Restaurant and Wine Bar,2 Whippany Rd
25021,78,78,American,4,05/20/2019,Very upscale lunch place.  Great appetizer.  My salad was ok but not great.,Blue Morel Restaurant and Wine Bar,2 Whippany Rd
25022,79,78,American,4,05/20/2018,The Atmosphere was nice and the waiters was wonderful. The Crab Cakes were delicious.,Blue Morel Restaurant and Wine Bar,2 Whippany Rd
25023,80,78,American,4,05/20/2019,We were there for a family brunch. Food was very good and the service was excellent.,Blue Morel Restaurant and Wine Bar,2 Whippany Rd
25024,81,78,American,4,05/20/2019,Loved the comfortable setting at the bar...good service...food ok drinks were pretty good,Blue Morel Restaurant and Wine Bar,2 Whippany Rd
25025,82,78,American,4,05/20/2019,Food was great I had Chilean Sea Bass was great and service was good I will go back soon.,Blue Morel Restaurant and Wine Bar,2 Whippany Rd
25026,83,78,American,3,05/20/2019,Service could be a bit more attentive. The food is okay. Be mindful of the drinks it's a hit or miss...,Blue Morel Restaurant and Wine Bar,2 Whippany Rd
25027,84,78,American,1,07/23/2022,Had a bad experience years ago that got removed from google. Still will never go back!,Blue Morel Restaurant and Wine Bar,2 Whippany Rd
25028,85,78,American,3,05/20/2018,Pretty inside. Bar menu limited.  Service was very haphazard considering there was only 5 people at the bar.,Blue Morel Restaurant and Wine Bar,2 Whippany Rd
25029,86,78,American,4,05/20/2017,"Excellent food, very expensive, service could have been a bit better.",Blue Morel Restaurant and Wine Bar,2 Whippany Rd
25030,87,78,American,5,05/19/2020,"Excellent we really enjoyed the atmosphere, the service, and buffet.",Blue Morel Restaurant and Wine Bar,2 Whippany Rd
25031,88,78,American,5,05/20/2016,Great food and atmosphere. The crab cakes were delicious!,Blue Morel Restaurant and Wine Bar,2 Whippany Rd
25032,89,78,American,5,05/20/2019,"One of my favorite restaurants. Simply put, the food is delicious",Blue Morel Restaurant and Wine Bar,2 Whippany Rd
25033,90,78,American,5,05/20/2019,Great atmosphere.  Outstanding food.  Large wine selection.,Blue Morel Restaurant and Wine Bar,2 Whippany Rd
25034,91,78,American,5,05/20/2017,Fantastic ceaser salad! Went there for Valentine's day and every course was amazing!,Blue Morel Restaurant and Wine Bar,2 Whippany Rd
25035,92,78,American,5,05/20/2019,"Great food, service and ambiance. Excellent experience. Must try!!",Blue Morel Restaurant and Wine Bar,2 Whippany Rd
25036,93,78,American,5,05/19/2020,Great food. Wide selection of beer. Great service  …,Blue Morel Restaurant and Wine Bar,2 Whippany Rd
25037,94,78,American,5,05/19/2020,The food was good!  Entrees were top notch as well!,Blue Morel Restaurant and Wine Bar,2 Whippany Rd
25038,95,78,American,4,05/20/2019,"Food was good, service was not up to the standard of the food.",Blue Morel Restaurant and Wine Bar,2 Whippany Rd
25039,96,78,American,5,05/20/2018,Great meet up spot for drinks and a bite. Staff is very attentive,Blue Morel Restaurant and Wine Bar,2 Whippany Rd
25040,97,78,American,5,05/20/2017,Enjoyed a wonderful business dinner.  Terrific Fig Old fashioneds!,Blue Morel Restaurant and Wine Bar,2 Whippany Rd
25041,98,78,American,4,05/20/2019,Awesome food! Some stuff could be more friendly,Blue Morel Restaurant and Wine Bar,2 Whippany Rd
25042,99,78,American,5,05/20/2019,The food here is always amazing along with the service.,Blue Morel Restaurant and Wine Bar,2 Whippany Rd
25043,100,78,American,5,07/23/2022,I feel more welcome here than at 1776,Blue Morel Restaurant and Wine Bar,2 Whippany Rd
25044,101,78,American,5,05/20/2018,"Food great, service wonderful.  Will return at every opportunity.",Blue Morel Restaurant and Wine Bar,2 Whippany Rd
25045,102,78,American,3,05/19/2020,Good experience dining here.  Beautiful atmosphere.,Blue Morel Restaurant and Wine Bar,2 Whippany Rd
25046,103,78,American,5,05/20/2017,Very elegant dining experience and food was delicious,Blue Morel Restaurant and Wine Bar,2 Whippany Rd
25047,104,78,American,5,05/19/2020,Great service: delicious food; festive vibe too,Blue Morel Restaurant and Wine Bar,2 Whippany Rd
25048,105,78,American,5,05/20/2019,"Very decent food, good service",Blue Morel Restaurant and Wine Bar,2 Whippany Rd
25049,106,78,American,1,05/20/2018,Horrible service that is consistently bad...a shame because it's a nice space.bit don't be fooled they have very poor servicr,Blue Morel Restaurant and Wine Bar,2 Whippany Rd
25050,107,78,American,5,05/19/2020,Great food. Great service. Great atmosphere,Blue Morel Restaurant and Wine Bar,2 Whippany Rd
25051,108,78,American,5,05/20/2019,Great tasting food,Blue Morel Restaurant and Wine Bar,2 Whippany Rd
25052,109,78,American,5,05/19/2020,Very nice.  Food was excellent.,Blue Morel Restaurant and Wine Bar,2 Whippany Rd
25053,110,78,American,5,05/19/2020,Great wine list with solid sushi,Blue Morel Restaurant and Wine Bar,2 Whippany Rd
25054,111,78,American,5,05/19/2020,The food was amazing and delicious.,Blue Morel Restaurant and Wine Bar,2 Whippany Rd
25055,112,78,American,5,05/20/2018,Great atmosphere and wine selection.,Blue Morel Restaurant and Wine Bar,2 Whippany Rd
